assignee,dt,asset_provider_name,asset_name,disposer_name,n_case,n_dt,assign_amt_principal,repaid_amt
,2022-06-20,信喜,信喜资产,弋阳,100,1,830953.4800000004,
,2022-06-20,普惠达飞,平安普惠立信达飞资产包,A-佰鸿-WW,7042,1,5.745787517E7,
,2022-06-20,信喜,信喜资产,智能法诉平台-垦区,399,1,3302494.7900000056,
,2022-06-20,挖财普惠,普惠资产,AMD_停催,290,1,321370.48000000033,
,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,38,1,121412.48,
,2022-06-20,挖财,信喜资产,邯郸,2,1,22800.0,
,2022-06-20,WACAI,普惠资产,AMD_一兆米,78,1,149787.18,
,2022-06-20,WACAI,力蕴资产,A-银盛达-WW,16,1,173872.78000000003,
,2022-06-20,信喜,信喜资产,乌市米东,498,1,4379221.570000004,
,2022-06-20,挖财,信喜资产,AMD_停催,62,1,152908.25,
,2022-06-20,方舟,信喜资产,汉法通-杭州汉资-出售,2002,1,1.8659422929999985E7,
,2022-06-20,挖财,信喜资产,AMD_优腾,138,1,232233.38999999996,
,2022-06-20,挖财,信喜资产,乌市米东,2157,1,1.0091078810000002E7,4100.0
,2022-06-20,WACAI,首信资产,武汉时穆,7,1,291279.04,
,2022-06-20,普惠达飞,平安普惠立信达飞资产包,安徽冠弘,6,1,43883.62,
,2022-06-20,挖财普惠,普惠资产,A-至信力-WW,1,1,2589.15,
,2022-06-20,还呗,2021还呗资产包合作项目2.0,AMD_自营,3991,1,1.092779884000002E7,
,2022-06-20,PFYH,浦发银行自有美利车资产,AMD_自营,2501,1,2.3490417770000007E7,856370.3600000001
,2022-06-20,凤凰,FENGHUANG,聚宝,18818,1,1.6255204849E8,
,2022-06-20,信用家,信用家资产,A-国金-WW,7,1,178451.22,
,2022-06-20,美利,有用资产,A-永胜同创-WW,25,1,31596.0,
,2022-06-20,点融平台,DIANRONG_AUTO,自动化运营,1967,1,1.1258562079000024E8,
,2022-06-20,PH,普惠资产,柳暗花明集团,201,1,239833.63999999998,
,2022-06-20,挖财,信喜资产,汉法通-杭州汉资-出售,20753,1,1.204605119599998E8,
,2022-06-20,挖财普惠,普惠资产,惠今,1513,1,1989679.8699999996,
,2022-06-20,信用家,信用家资产,A-卫诚-WW,15,1,530820.12,
,2022-06-20,挖财,信喜资产,武汉时穆,30,1,123119.53,
,2022-06-20,美利,有用资产,A-信业长青-WW,3,1,9554.65,
,2022-06-20,PH,普惠资产,AMD_笑康,112,1,212261.87,
,2022-06-20,力蕴,HUACHANG,自动化运营,583,1,1.6808622709999993E7,
,2022-06-20,美利,有用资产,聚宝-西湖,6,1,32662.08,
,2022-06-20,挖财,信喜资产,汉法通-杭州汉资-合肥方飞,30033,1,1.5601467985000008E8,
,2022-06-20,挖财,信喜资产,AMD_赫诚,376,1,763068.9999999999,
,2022-06-20,挖财,信喜资产,AMD_梦仕,1501,1,2800176.7800000003,
,2022-06-20,挖财,信喜资产,AMD_君杰辉,46,1,73433.95,
,2022-06-20,信喜,信喜资产,四川言诺,149,1,1411311.6099999999,
,2022-06-20,挖财,信喜资产,AMD_柏胜,392,1,913963.1499999998,
,2022-06-20,挖财,信喜资产,枣庄洛萨企业管理咨询有限公司,418,1,5537633.87,
,2022-06-20,信用家,信用家资产,A-晟楠-WW,23,1,734553.3899999999,
,2022-06-20,信用家,信用家资产,祥平调解,326,1,1.4459345480000004E7,
,2022-06-20,WACAI,首信资产,A-银盛达-WW,2,1,53020.96,
,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,1,1,1210.03,
,2022-06-20,信用家,信用家资产,青岛恺翔_WW,1,1,24128.16,
,2022-06-20,PH,普惠资产,A-新联康-WW,4,1,4551.8,
,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,2,1,1537.77,
,2022-06-20,挖财普惠,普惠资产,A-璟昊-WW,3,1,4966.3,
,2022-06-20,PH,普惠资产,A-至信力-WW,2,1,2587.16,
,2022-06-20,信用家,信用家资产,固安玖盛,5,1,204881.97,
,2022-06-20,挖财,信喜资产,内蒙法院,22,1,166078.02000000002,
,2022-06-20,挖财普惠,普惠资产,固安玖盛,2,1,18999.16,
,2022-06-20,PH,普惠资产,A-鼎晟世纪-WW,3,1,3590.25,
,2022-06-20,挖财,信喜资产,焦作-河南浩兴,3,1,41000.0,
,2022-06-20,方舟,信喜资产,海阳市法院-上海百亨-崇嵘科技,1,1,16727.26,
,2022-06-20,挖财,信喜资产,湖南银曜_WW,563,1,3481494.04,
,2022-06-20,力蕴,HUACHANG,A-银盛达-WW,493,1,2.5590794890000015E7,
,2022-06-20,挖财,信喜资产,AMD_笑康,1493,1,2462390.8000000007,
,2022-06-20,挖财,信喜资产,青岛恺翔_WW,71,1,581737.1599999999,
,2022-06-20,挖财,信喜资产,海阳市法院-上海百亨-崇嵘科技,42,1,414397.91,
,2022-06-20,信喜,信喜资产,乌市道简,200,1,1730924.8800000001,
,2022-06-20,信喜,信喜资产,柴桑调解中心,1543,1,1.3165214479999932E7,
,2022-06-20,挖财,信喜资产,C-新浪诉调,2927,1,8605155.999999993,
,2022-06-20,挖财普惠,普惠资产,A-卫信普众-WW,5,1,8197.86,
,2022-06-20,挖财,信喜资产,海口法院,153,1,2761465.9699999997,
,2022-06-20,挖财,信喜资产,上海虹口法院-邦信阳律所事务所-聿颖,9,1,46142.149999999994,
,2022-06-20,力蕴,HUACHANG,安徽冠弘,539,1,2.704993814999999E7,3000.0
,2022-06-20,挖财,信喜资产,上海静安法院-上海中聚-上海谨廉,40,1,600173.02,
,2022-06-20,WACAI,普惠资产,A-鼎晟世纪-WW,4,1,6695.18,
,2022-06-20,挖财普惠,普惠资产,AMD_笑康,501,1,860068.3300000002,
,2022-06-20,挖财,信喜资产,青岛恺翔_XH,13,1,76323.43,
,2022-06-20,挖财,信喜资产,湖北远安,2,1,18297.75,
,2022-06-20,挖财,信喜资产,AMD_华夏恒信,89,1,225473.5,
,2022-06-20,挖财,信喜资产,AMD_锐拓_XH,53,1,112545.06,
,2022-06-20,WACAI,力蕴资产,C-新浪诉调,29,1,408086.53,
,2022-06-20,PH,普惠资产,AMD_一兆米,53,1,118106.26999999999,
,2022-06-20,信喜,信喜资产,桓仁鑫德企业管理咨询有限公司,29,1,234344.87,
,2022-06-20,挖财,信喜资产,县法院-道简,1250,1,6376879.08,7787.0
,2022-06-20,挖财普惠,普惠资产,A-律军-WW,8,1,19984.27,
,2022-06-20,WACAI,力蕴资产,安徽冠弘,3,1,19534.19,
,2022-06-20,WACAI,普惠资产,A-卫信普众-WW,1,1,341.93,
,2022-06-20,信用家,信用家资产,湖南和畅,5,1,81297.88,
,2022-06-20,挖财普惠,普惠资产,聚宝-西湖,6,1,49668.86,
,2022-06-20,WANGTUNORG,正钇资产包,自清收-信修,18,1,10800.0,
,2022-06-20,信喜,信喜资产,AMD_柏胜,2,1,15432.45,
,2022-06-20,挖财普惠,普惠资产,A-新联康-WW,1,1,1150.6,
,2022-06-20,信用家,信用家资产,聚宝,5,1,156086.78999999998,
,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,1,1,993.59,
,2022-06-20,还呗,2021还呗资产包合作项目2.0,AMD_停催,2,1,8100.6,
,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,1,1,756.32,
,2022-06-20,信喜,信喜资产,AMD_梦仕,1,1,9512.98,
,2022-06-20,信用家,信用家资产,青岛掌讯通,1,1,15948.2,
,2022-06-20,WACAI,普惠资产,A-湖南嘉亿-WW,1,1,1832.36,
,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,1,1,1277.44,
,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,3,1,3847.52,
,2022-06-20,PH,普惠资产,A-棣增-WW,3,1,4360.25,
,2022-06-20,信喜,信喜资产,AMD_笑康,1,1,7138.31,
,2022-06-20,WACAI,普惠资产,A-律军-WW,3,1,5114.21,
,2022-06-20,挖财,信喜资产,A-巨烈-WW,5,1,6988.79,
,2022-06-20,美利,有用资产,A-鼎锐-WW,1,1,2820.5,
,2022-06-20,信用家,信用家资产,AMD_梓榇,1,1,12617.69,
AHGHzhangling,2022-06-20,WACAI,力蕴资产,安徽冠弘,13,1,153936.0,
AHGHzhangling,2022-06-20,WACAI,首信资产,安徽冠弘,5,1,116597.68000000001,
AHSXduwanmin,2022-06-20,挖财普惠,普惠资产,A-安徽晟鑫-WW,1137,1,2755654.9599999995,
AHSXduwanmin,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,748,1,1624854.2,
AHSXduwanmin,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,679,1,1641488.9,
AHSXhanzhanrui,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2326,1,5882125.17,13244.79
AHSXlixin,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2344,1,5808383.1499999985,3899.5999999999995
AHSXmapeng,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,661,1,1517854.8499999996,
AHSXmapeng,2022-06-20,挖财普惠,普惠资产,A-安徽晟鑫-WW,1142,1,2738150.5100000002,
AHSXmapeng,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,758,1,1819747.3699999999,
AHSXtaozhang,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2316,1,5885429.169999999,13609.87
AHSXwangkai,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2346,1,5888103.779999997,5400.0
AHSXwangyuebo,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,799,1,1843542.25,
AHSXwangyuebo,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,659,1,1615202.05,
AHSXwangyuebo,2022-06-20,挖财普惠,普惠资产,A-安徽晟鑫-WW,1072,1,2548303.3499999996,
AHSXwangzexian,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2488,1,5974944.690000001,15398.539999999999
AHSXzhangbaocheng,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,760,1,1674617.9500000002,
AHSXzhangbaocheng,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,692,1,1675503.3399999994,
AHSXzhangbaocheng,2022-06-20,挖财普惠,普惠资产,A-安徽晟鑫-WW,1102,1,2750956.9799999995,
AHSXzhangcheng,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2321,1,5881966.969999999,
AHSXzhanglei,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2300,1,5757150.32,4019.32
AHSXzhanglong,2022-06-20,美利,有用资产,A-安徽晟鑫-WW,2408,1,5984178.410000001,4070.7
AHSXzhangyafeng,2022-06-20,WACAI,普惠资产,A-安徽晟鑫-WW,836,1,1824285.72,
AHSXzhangyafeng,2022-06-20,挖财普惠,普惠资产,A-安徽晟鑫-WW,1241,1,2861666.88,
AHSXzhangyafeng,2022-06-20,PH,普惠资产,A-安徽晟鑫-WW,742,1,1766857.23,
BSchenduanxin,2022-06-20,挖财,信喜资产,AMD_柏胜,2485,1,5106046.180000001,
BSchenduanxin,2022-06-20,信喜,信喜资产,AMD_柏胜,8,1,66720.82999999999,
BSdairong,2022-06-20,挖财,信喜资产,AMD_柏胜,2479,1,5087113.189999999,
BSdairong,2022-06-20,信喜,信喜资产,AMD_柏胜,12,1,106322.32,
BSguolijuan,2022-06-20,挖财,信喜资产,AMD_柏胜,2460,1,5167156.989999999,
BSguolijuan,2022-06-20,信喜,信喜资产,AMD_柏胜,6,1,47182.8,
BSkanghao,2022-06-20,信喜,信喜资产,AMD_柏胜,7,1,59087.15,
BSkanghao,2022-06-20,挖财,信喜资产,AMD_柏胜,2457,1,5120095.66,
BSliujun,2022-06-20,挖财,信喜资产,AMD_柏胜,2422,1,5098480.619999999,
BSliujun,2022-06-20,信喜,信喜资产,AMD_柏胜,6,1,51044.05,
BSliuxionghua,2022-06-20,挖财,信喜资产,AMD_柏胜,2472,1,5171831.9799999995,
BSliuxionghua,2022-06-20,信喜,信喜资产,AMD_柏胜,7,1,55281.46,
BStangpengjun,2022-06-20,挖财,信喜资产,AMD_柏胜,2408,1,5095489.07,
BStangpengjun,2022-06-20,信喜,信喜资产,AMD_柏胜,6,1,50510.3,
BSwangjie,2022-06-20,信喜,信喜资产,AMD_柏胜,9,1,77572.31999999999,
BSwangjie,2022-06-20,挖财,信喜资产,AMD_柏胜,2495,1,5027757.31,
BSwushiyu,2022-06-20,挖财,信喜资产,AMD_柏胜,2478,1,5168920.249999999,
BSwushiyu,2022-06-20,信喜,信喜资产,AMD_柏胜,3,1,24614.01,
BSxieguangquan,2022-06-20,挖财,信喜资产,AMD_柏胜,2416,1,5165301.55,
BSxieguangquan,2022-06-20,信喜,信喜资产,AMD_柏胜,10,1,84933.93000000001,
BSxiejiangtao,2022-06-20,挖财,信喜资产,AMD_柏胜,2461,1,5080665.679999999,
BSxiejiangtao,2022-06-20,信喜,信喜资产,AMD_柏胜,8,1,61277.44,
BSyanghui,2022-06-20,挖财,信喜资产,AMD_柏胜,2296,1,5008943.419999999,195.0
BSyanghui,2022-06-20,信喜,信喜资产,AMD_柏胜,11,1,92151.85,
BSzhoucong,2022-06-20,挖财,信喜资产,AMD_柏胜,2314,1,5208342.380000002,
BSzhoucong,2022-06-20,信喜,信喜资产,AMD_柏胜,6,1,48356.380000000005,
BSzhouhongyue,2022-06-20,信喜,信喜资产,AMD_柏胜,3,1,29527.79,
BSzhouhongyue,2022-06-20,挖财,信喜资产,AMD_柏胜,2393,1,5183400.76,
CSDZchendunfa,2022-06-20,挖财,信喜资产,长沙达咨,3338,1,1.30350345E7,
CSDZhulin,2022-06-20,挖财,信喜资产,长沙达咨,3264,1,1.3030938450000003E7,
CSDZhulin,2022-06-20,信喜,信喜资产,长沙达咨,1,1,7217.29,
CSDZliutianyu,2022-06-20,信用家,信用家资产,长沙达咨,397,1,1.5448579380000003E7,
CSDZliuzhiwen,2022-06-20,挖财,信喜资产,长沙达咨,3385,1,1.3031669250000004E7,
CSDZtanwenwen,2022-06-20,信用家,信用家资产,长沙达咨,403,1,1.5443968920000007E7,
DSSJguohaiyan,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1151,1,2255042.750000001,
DSSJguohaiyan,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,22,1,178308.22000000003,
DSSJhejiameng,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,21,1,167550.55000000005,
DSSJhejiameng,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1053,1,2270882.9500000007,
DSSJliujunliang,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,20,1,167050.35,
DSSJliujunliang,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1147,1,2265531.64,750.3
DSSJliwenli,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1101,1,2241047.47,
DSSJliwenli,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,24,1,192732.23,
DSSJsujinxiang,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1112,1,2272176.8600000003,
DSSJsujinxiang,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,20,1,162407.90999999997,
DSSJsunlijuan,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1133,1,2273579.0900000003,
DSSJsunlijuan,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,20,1,163734.24,
DSSJzhaoyinyin,2022-06-20,信喜,信喜资产,A-鼎晟世纪-WW,23,1,186586.47999999995,
DSSJzhaoyinyin,2022-06-20,挖财,信喜资产,A-鼎晟世纪-WW,1090,1,2248495.1100000013,
DZcangshan,2022-06-20,美利,有用资产,A-棣增-WW,3339,1,9248630.109999998,10815.0
DZkangwai,2022-06-20,美利,有用资产,A-棣增-WW,3281,1,9249881.739999996,700.0
DZliyang,2022-06-20,美利,有用资产,A-棣增-WW,3322,1,9250986.689999992,2396.19
GHHJhushouchen,2022-06-20,挖财普惠,普惠资产,A-光禾汇金-WW,2824,1,5410692.34,
GHHJhushouchen,2022-06-20,PH,普惠资产,A-光禾汇金-WW,2312,1,4305402.81,450.0
GHHJhushouchen,2022-06-20,WACAI,普惠资产,A-光禾汇金-WW,2971,1,5159525.7,
GZGJguowenkang,2022-06-20,信用家,信用家资产,A-国金-WW,94,1,3706971.9700000007,
GZGJhewang,2022-06-20,信用家,信用家资产,A-国金-WW,102,1,3711722.08,
GZGJliumiaoyan,2022-06-20,信用家,信用家资产,A-国金-WW,102,1,3705335.4599999995,
GZGJwushenjian,2022-06-20,信用家,信用家资产,A-国金-WW,102,1,3742711.31,
HCyutingxin,2022-06-20,挖财,信喜资产,AMD_赫诚,18769,1,3.962926475999998E7,
HJwubiao,2022-06-20,PH,普惠资产,惠今,12314,1,3.4020608310000025E7,
HJwubiao,2022-06-20,挖财普惠,普惠资产,惠今,77498,1,1.8057804186000022E8,
HJwubiao,2022-06-20,WACAI,普惠资产,惠今,15649,1,4.1654508790000014E7,
HNHXHXguanqi,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,556,1,1907489.4299999997,
HNHXHXhuoulin,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,603,1,1904749.8299999998,
HNHXHXliuhuiyuan,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,598,1,1902443.27,329.34
HNHXHXliuyinghao,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,639,1,1915508.6900000002,200.0
HNHXHXlongjie,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,631,1,1908067.6300000001,
HNHXHXpanzhimei,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,588,1,1912484.4400000004,200.0
HNHXHXwangyao,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,611,1,1933116.7800000005,
HNHXHXxudan,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,566,1,1903132.1600000004,6535.380000000001
HNHXHXyujingjing,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,559,1,1902507.2099999997,
HNHXHXzhangmingxuan,2022-06-20,挖财,信喜资产,湖南华夏恒信信用管理有限公司,598,1,1912372.0599999998,
HNJTliushan,2022-06-20,信用家,信用家资产,A-湖南嘉腾-WW,385,1,1.4325697300000004E7,
HNJTluzuyou,2022-06-20,信用家,信用家资产,A-湖南嘉腾-WW,367,1,1.4416835620000008E7,
HNJTxiaojiadong,2022-06-20,信用家,信用家资产,A-湖南嘉腾-WW,356,1,1.438578229E7,
HNJTzhanghongjun,2022-06-20,信用家,信用家资产,A-湖南嘉腾-WW,389,1,1.4400597540000003E7,
HNJXfangguiyu,2022-06-20,PH,普惠资产,A-湖南京希-WW,361,1,850243.1299999999,8040.000000000002
HNJXfangguiyu,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,446,1,1013639.27,
HNJXfangguiyu,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,422,1,867849.9199999999,
HNJXlilong,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,484,1,1216448.2199999997,
HNJXlilong,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,385,1,788606.61,4799.999999999999
HNJXlilong,2022-06-20,PH,普惠资产,A-湖南京希-WW,311,1,735763.9899999999,2415.71
HNJXlishanglin,2022-06-20,PH,普惠资产,A-湖南京希-WW,341,1,774055.0900000001,
HNJXlishanglin,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,457,1,1165190.1300000001,
HNJXlishanglin,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,367,1,796046.8900000001,1434.9999999999998
HNJXluohuayou,2022-06-20,PH,普惠资产,A-湖南京希-WW,346,1,733600.5399999999,
HNJXluohuayou,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,435,1,898357.0,
HNJXluohuayou,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,454,1,1100486.72,
HNJXshangchanglong,2022-06-20,WACAI,普惠资产,A-湖南京希-WW,434,1,944942.1700000002,
HNJXshangchanglong,2022-06-20,PH,普惠资产,A-湖南京希-WW,343,1,705569.2600000001,
HNJXshangchanglong,2022-06-20,挖财普惠,普惠资产,A-湖南京希-WW,453,1,1086196.3800000001,
HNSNchenchuan,2022-06-20,信用家,信用家资产,A-晟楠-WW,395,1,1.5130953629999997E7,
HNSNchenzhipeng,2022-06-20,信用家,信用家资产,A-晟楠-WW,401,1,1.5137074849999998E7,
HNSNfujiao,2022-06-20,信用家,信用家资产,A-晟楠-WW,410,1,1.5157365350000005E7,
HNSNluojincheng,2022-06-20,信用家,信用家资产,A-晟楠-WW,409,1,1.5128280600000003E7,
HNSNluoting,2022-06-20,挖财,信喜资产,A-晟楠-XH,1114,1,3597198.46,1637.9300000000003
HNSNxiongriwen,2022-06-20,信用家,信用家资产,A-晟楠-WW,421,1,1.5128959179999998E7,
HNSNxuweixiang,2022-06-20,信用家,信用家资产,A-晟楠-WW,397,1,1.5135870629999997E7,
HNSNzhangshucui,2022-06-20,挖财,信喜资产,A-晟楠-XH,1163,1,3592217.139999999,
HNSNzhangwei,2022-06-20,挖财,信喜资产,A-晟楠-XH,1207,1,3594956.649999999,
HNSNzhouxiangjun,2022-06-20,信用家,信用家资产,A-晟楠-WW,384,1,1.5124274340000002E7,
HNYYhuangqin,2022-06-20,信用家,信用家资产,湖南银曜_WW,297,1,1.0936472360000003E7,
HNYYlixiuhong,2022-06-20,信用家,信用家资产,湖南银曜_WW,283,1,1.082078434E7,
HNYYminxiaowu,2022-06-20,信喜,信喜资产,湖南银曜_WW,68,1,573992.86,
HNYYminxiaowu,2022-06-20,挖财,信喜资产,湖南银曜_WW,2347,1,8798524.05,11754.399999999998
HNYYtanghengkun,2022-06-20,信用家,信用家资产,湖南银曜_WW,288,1,1.0989622540000005E7,
HNYYtanjinfeng,2022-06-20,信喜,信喜资产,湖南银曜_WW,65,1,550215.8,
HNYYtanjinfeng,2022-06-20,挖财,信喜资产,湖南银曜_WW,2408,1,8828155.04,
HNYYtanjinfeng,2022-06-20,信用家,信用家资产,湖南银曜_WW,1,1,53559.61,
HNYYtuqin,2022-06-20,信用家,信用家资产,湖南银曜_WW,281,1,1.0947444149999999E7,
HNYYwudecai,2022-06-20,信喜,信喜资产,湖南银曜_WW,72,1,598755.3899999999,
HNYYwudecai,2022-06-20,挖财,信喜资产,湖南银曜_WW,2317,1,8772153.039999997,15797.0
HNYYxuanming,2022-06-20,挖财,信喜资产,湖南银曜_WW,2344,1,8840079.590000002,8122.85
HNYYxuanming,2022-06-20,信喜,信喜资产,湖南银曜_WW,63,1,540943.02,
HNYYxujiahui,2022-06-20,挖财,信喜资产,湖南银曜_WW,2334,1,8734223.74,3000.0
HNYYxujiahui,2022-06-20,信喜,信喜资产,湖南银曜_WW,75,1,641119.3500000001,
HNYYyangqiang,2022-06-20,信用家,信用家资产,湖南银曜_WW,296,1,1.0760947439999998E7,
HNYYyujin,2022-06-20,信用家,信用家资产,湖南银曜_WW,304,1,1.1054340030000001E7,
HNYYzengxian,2022-06-20,信喜,信喜资产,湖南银曜_WW,63,1,535181.07,
HNYYzengxian,2022-06-20,挖财,信喜资产,湖南银曜_WW,2404,1,8840674.549999999,3899.08
HNYYzhangkai,2022-06-20,挖财,信喜资产,湖南银曜_WW,2291,1,8704887.4,6000.0
HNYYzhangkai,2022-06-20,信喜,信喜资产,湖南银曜_WW,78,1,666882.5599999996,
HNZChuangtaojiang,2022-06-20,信用家,信用家资产,A-湖南专诚-WW,380,1,1.4394831310000006E7,
HNZChuping,2022-06-20,信用家,信用家资产,A-湖南专诚-WW,373,1,1.4393571750000002E7,
HNZCliucaicai,2022-06-20,信用家,信用家资产,A-湖南专诚-WW,377,1,1.4398802810000006E7,
HNZCliuyue,2022-06-20,信用家,信用家资产,A-湖南专诚-WW,364,1,1.440398278E7,
JCZXbaiyupeng,2022-06-20,美利,有用资产,A-谨诚治信-WW,1031,1,3033399.25,
JCZXdengjie,2022-06-20,美利,有用资产,A-谨诚治信-WW,996,1,3030964.580000001,
JCZXhuweibo,2022-06-20,美利,有用资产,A-谨诚治信-WW,967,1,3034198.94,
JCZXjinfen,2022-06-20,美利,有用资产,A-谨诚治信-WW,991,1,3028690.2999999993,
JCZXlibaojiang,2022-06-20,美利,有用资产,A-谨诚治信-WW,1050,1,3030750.5300000007,
JCZXliqian,2022-06-20,美利,有用资产,A-谨诚治信-WW,1067,1,3030558.1900000004,1600.0
JCZXliuming,2022-06-20,美利,有用资产,A-谨诚治信-WW,961,1,3024948.75,
JCZXluotao,2022-06-20,美利,有用资产,A-谨诚治信-WW,1015,1,3032565.1000000006,
JCZXpengyulin,2022-06-20,美利,有用资产,A-谨诚治信-WW,986,1,3029359.9699999997,
JCZXshizheng,2022-06-20,美利,有用资产,A-谨诚治信-WW,1014,1,3061061.4,
JCZXtangmeijuan,2022-06-20,美利,有用资产,A-谨诚治信-WW,976,1,3027999.4899999993,800.0
JCZXtangshiming,2022-06-20,美利,有用资产,A-谨诚治信-WW,996,1,3035577.9899999984,
JCZXyanghuaiquan,2022-06-20,美利,有用资产,A-谨诚治信-WW,976,1,3031638.979999999,
JCZXyangyong,2022-06-20,美利,有用资产,A-谨诚治信-WW,951,1,3042774.9599999995,
JCZXzhouruyi,2022-06-20,美利,有用资产,A-谨诚治信-WW,1049,1,3019474.0100000002,
JXGZchenyuanhui,2022-06-20,信用家,信用家资产,A-江西高展-WW,198,1,7303936.59,
JXGZliushuting,2022-06-20,信用家,信用家资产,A-江西高展-WW,204,1,7300422.579999998,
JXGZwencaiying,2022-06-20,信用家,信用家资产,A-江西高展-WW,205,1,7338507.540000003,
JXGZyangmeng,2022-06-20,信用家,信用家资产,A-江西高展-WW,192,1,7302045.08,
MSzhoujie,2022-06-20,信喜,信喜资产,AMD_梦仕,143,1,1218914.1,500.0
MSzhoujie,2022-06-20,挖财,信喜资产,AMD_梦仕,53925,1,1.1356065725000115E8,3000.0
TSHXchengang,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,389,1,1136510.96,
TSHXchengang,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,330,1,770671.2399999999,
TSHXchengang,2022-06-20,PH,普惠资产,A-天晟恒信-WW,277,1,726518.3499999999,
TSHXliyuanjian,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,387,1,1076762.9000000001,
TSHXliyuanjian,2022-06-20,PH,普惠资产,A-天晟恒信-WW,275,1,712622.19,
TSHXliyuanjian,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,329,1,843299.9700000001,
TSHXsuqiao,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,400,1,1074473.95,
TSHXsuqiao,2022-06-20,PH,普惠资产,A-天晟恒信-WW,283,1,766449.6100000001,
TSHXsuqiao,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,314,1,791877.94,
TSHXyuchao,2022-06-20,PH,普惠资产,A-天晟恒信-WW,298,1,756435.4299999999,
TSHXyuchao,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,331,1,806357.3700000001,
TSHXyuchao,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,427,1,1070113.3699999999,
TSHXzengli,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,407,1,1050591.0299999998,
TSHXzengli,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,323,1,858514.02,
TSHXzengli,2022-06-20,PH,普惠资产,A-天晟恒信-WW,253,1,723443.42,
TSHXzhangmeng,2022-06-20,PH,普惠资产,A-天晟恒信-WW,266,1,659192.62,
TSHXzhangmeng,2022-06-20,WACAI,普惠资产,A-天晟恒信-WW,333,1,780782.9,
TSHXzhangmeng,2022-06-20,挖财普惠,普惠资产,A-天晟恒信-WW,425,1,1193935.52,
